Word	start_frame	end_frame	chunk	interval_id
modern	113.0	119.0	787	99081
history	119.0	120.0	787	99081
is	120.0	131.0	787	99081
approval	131.0	138.0	787	99081
ratings	138.0	143.0	787	99081
true	143.0	146.0	787	99081
story	146.0	152.0	787	99081
are	152.0	156.0	787	99081
almost	156.0	162.0	787	99081
as	162.0	165.0	787	99081
low	165.0	168.0	787	99081
as	168.0	171.0	787	99081
his	171.0	176.0	787	99081
tie	176.0	209.0	787	99081
so	209.0	213.0	787	99081
you	213.0	216.0	787	99081
think	216.0	219.0	787	99081
he	219.0	230.0	787	99081
might	230.0	233.0	787	99081
use	233.0	236.0	787	99081
his	236.0	239.0	787	99081
inaugural	239.0	243.0	787	99081
address	243.0	246.0	787	99081
unite	246.0	257.0	787	99081
the	257.0	258.0	787	99081
country	258.0	260.0	787	99081
and	260.0	267.0	787	99081
provide	267.0	273.0	787	99081
an	273.0	275.0	787	99081
uplifting	275.0	284.0	787	99081
vision	284.0	290.0	787	99081
of	290.0	293.0	787	99081
the	293.0	294.0	787	99081
future	294.0	294.0	787	99081
instead	294.0	305.0	787	99081
of	305.0	342.0	787	99081
dystopian	342.0	361.0	787	99081
best	0.0	31.0	790	97840
song	31.0	63.0	790	97840
have	0.0	1.0	793	99724
denied	1.0	8.0	793	99724
dozens	8.0	16.0	793	99724
of	16.0	17.0	793	99724
times	17.0	25.0	793	99724
the	25.0	32.0	793	99724
truck	32.0	35.0	793	99724
had	35.0	37.0	793	99724
any	37.0	40.0	793	99724
knowledge	40.0	43.0	793	99724
of	43.0	46.0	793	99724
the	46.0	47.0	793	99724
meeting	47.0	50.0	793	99724
when	50.0	52.0	793	99724
it	52.0	53.0	793	99724
happened	53.0	59.0	793	99724
last	59.0	64.0	793	99724
year	64.0	68.0	793	99724
when	68.0	77.0	793	99724
Trump	77.0	80.0	793	99724
defended	80.0	88.0	793	99724
his	88.0	89.0	793	99724
son	89.0	92.0	793	99724
to	92.0	95.0	793	99724
reporters	95.0	103.0	793	99724
and	103.0	104.0	793	99724
said	104.0	107.0	793	99724
he	107.0	109.0	793	99724
would	109.0	110.0	793	99724
never	110.0	116.0	793	99724
when	0.0	2.0	799	6175
I	2.0	5.0	799	6175
went	5.0	6.0	799	6175
to	6.0	8.0	799	6175
the	8.0	9.0	799	6175
Arctic	9.0	14.0	799	6175
for	14.0	17.0	799	6175
a	17.0	17.0	799	6175
bachelor	17.0	23.0	799	6175
party	23.0	26.0	799	6175
and	26.0	30.0	799	6175
hooked	30.0	35.0	799	6175
up	35.0	35.0	799	6175
with	35.0	38.0	799	6175
a	38.0	38.0	799	6175
penguin	38.0	59.0	799	6175
did	59.0	66.0	799	6175
I	66.0	66.0	799	6175
know	66.0	71.0	799	6175
there	71.0	75.0	799	6175
aren't	75.0	78.0	799	6175
any	78.0	80.0	799	6175
penguins	80.0	84.0	799	6175
in	84.0	89.0	799	6175
the	89.0	90.0	799	6175
Arctic	90.0	93.0	799	6175
but	93.0	102.0	799	6175
she	102.0	105.0	799	6175
was	105.0	108.0	799	6175
there	108.0	111.0	799	6175
for	111.0	114.0	799	6175
a	114.0	116.0	799	6175
bachelorette	116.0	123.0	799	6175
party	123.0	143.0	799	6175
the	143.0	149.0	799	6175
current	149.0	153.0	799	6175
situation	153.0	156.0	799	6175
is	156.0	162.0	799	6175
dire	162.0	165.0	799	6175
but	165.0	168.0	799	6175
progress	168.0	173.0	799	6175
has	173.0	176.0	799	6175
been	176.0	177.0	799	6175
made	177.0	180.0	799	6175
during	180.0	185.0	799	6175
the	185.0	186.0	799	6175
Obama	186.0	189.0	799	6175
era	189.0	197.0	799	6175
from	197.0	198.0	799	6175
the	198.0	200.0	799	6175
Paris	200.0	207.0	799	6175
climate	207.0	209.0	799	6175
Accords	209.0	216.0	799	6175
the	216.0	219.0	799	6175
administration's	219.0	228.0	799	6175
clean	228.0	233.0	799	6175
power	233.0	237.0	799	6175
plan	237.0	239.0	799	6175
able	239.0	266.0	799	6175
to	266.0	267.0	799	6175
stop	267.0	272.0	799	6175
the	272.0	273.0	799	6175
controversial	273.0	282.0	799	6175
North	282.0	285.0	799	6175
Dakota	285.0	293.0	799	6175
access	293.0	297.0	799	6175
pipeline	297.0	299.0	799	6175
which	299.0	308.0	799	6175
is	308.0	309.0	799	6175
a	309.0	309.0	799	6175
major	309.0	312.0	799	6175
priority	312.0	318.0	799	6175
a	318.0	326.0	799	6175
pro	326.0	330.0	799	6175
environment	330.0	338.0	799	6175
politicians	338.0	347.0	799	6175
Like	347.0	348.0	799	6175
Bernie	348.0	353.0	799	6175
Sanders	353.0	357.0	799	6175
to	357.0	360.0	799	6175
energize	360.0	369.0	799	6175
crowds	369.0	377.0	799	6175
with	377.0	383.0	799	6175
his	383.0	390.0	799	6175
but	0.0	19.0	805	100355
the	19.0	21.0	805	100355
question	21.0	22.0	805	100355
still	22.0	30.0	805	100355
stands	30.0	39.0	805	100355
why	39.0	43.0	805	100355
did	43.0	46.0	805	100355
Giuliani	46.0	54.0	805	100355
do	54.0	55.0	805	100355
this	55.0	61.0	805	100355
and	61.0	66.0	805	100355
here's	66.0	70.0	805	100355
what	70.0	72.0	805	100355
I	72.0	73.0	805	100355
think	73.0	75.0	805	100355
is	75.0	84.0	805	100355
going	84.0	85.0	805	100355
on	85.0	90.0	805	100355
every	90.0	94.0	805	100355
time	94.0	99.0	805	100355
someone	99.0	103.0	805	100355
in	103.0	108.0	805	100355
Trump's	108.0	112.0	805	100355
orbit	112.0	118.0	805	100355
gets	118.0	121.0	805	100355
a	121.0	123.0	805	100355
close-up	123.0	132.0	805	100355
look	132.0	133.0	805	100355
at	133.0	142.0	805	100355
the	142.0	144.0	805	100355
Mueller	144.0	148.0	805	100355
investigation	148.0	151.0	805	100355
they	151.0	160.0	805	100355
freak	160.0	166.0	805	100355
out	166.0	168.0	805	100355
member	168.0	180.0	805	100355
Sam	180.0	184.0	805	100355
nunberg	184.0	189.0	805	100355
Carter	189.0	199.0	805	100355
page	199.0	207.0	805	100355
what's	207.0	214.0	805	100355
this	214.0	216.0	805	100355
song	216.0	219.0	805	100355
serious	219.0	226.0	805	100355
Mueller's	226.0	231.0	805	100355
team	231.0	234.0	805	100355
was	234.0	238.0	805	100355
they	238.0	240.0	805	100355
want	240.0	243.0	805	100355
on	243.0	243.0	805	100355
TV	243.0	247.0	805	100355
and	247.0	249.0	805	100355
has	249.0	252.0	805	100355
meltdowns	252.0	256.0	805	100355
and	256.0	267.0	805	100355
the	267.0	270.0	805	100355
same	270.0	273.0	805	100355
thing	273.0	273.0	805	100355
is	273.0	276.0	805	100355
happening	276.0	277.0	805	100355
with	277.0	283.0	805	100355
Giuliani	283.0	291.0	805	100355
because	291.0	294.0	805	100355
it's	294.0	297.0	805	100355
finally	297.0	301.0	805	100355
dawned	301.0	307.0	805	100355
on	307.0	309.0	805	100355
them	309.0	310.0	805	100355
that	310.0	315.0	805	100355
this	315.0	318.0	805	100355
investigation	318.0	328.0	805	100355
is	328.0	330.0	805	100355
going	330.0	333.0	805	100355
away	333.0	337.0	805	100355
anytime	337.0	342.0	805	100355
soon	342.0	345.0	805	100355
just	345.0	355.0	805	100355
last	355.0	361.0	805	100355
night	361.0	363.0	805	100355
another	363.0	369.0	805	100355
former	369.0	373.0	805	100355
Trump	373.0	378.0	805	100355
aide	378.0	379.0	805	100355
Michael	379.0	385.0	805	100355
Caputo	385.0	391.0	805	100355
went	391.0	396.0	805	100355
on	396.0	397.0	805	100355
CNN	397.0	403.0	805	100355
after	403.0	406.0	805	100355
being	406.0	409.0	805	100355
interviewed	409.0	412.0	805	100355
by	412.0	415.0	805	100355
Mueller	415.0	418.0	805	100355
Steam	418.0	426.0	805	100355
and	426.0	432.0	805	100355
stressed	432.0	438.0	805	100355
repeatedly	438.0	441.0	805	100355
how	441.0	447.0	805	100355
to	447.0	450.0	805	100355
make	450.0	454.0	805	100355
us	454.0	462.0	805	100355
read	0.0	3.0	806	98936
that	3.0	5.0	806	98936
is	5.0	6.0	806	98936
near	6.0	9.0	806	98936
and	9.0	11.0	806	98936
dear	11.0	12.0	806	98936
to	12.0	15.0	806	98936
his	15.0	18.0	806	98936
heart	18.0	18.0	806	98936
or	18.0	24.0	806	98936
is	24.0	27.0	806	98936
that	27.0	29.0	806	98936
he's	29.0	32.0	806	98936
playing	32.0	32.0	806	98936
his	32.0	36.0	806	98936
face	36.0	41.0	806	98936
or	41.0	45.0	806	98936
that	45.0	47.0	806	98936
he's	47.0	48.0	806	98936
using	48.0	50.0	806	98936
it	50.0	54.0	806	98936
to	54.0	56.0	806	98936
distract	56.0	63.0	806	98936
from	63.0	65.0	806	98936
the	65.0	66.0	806	98936
house	66.0	69.0	806	98936
does	69.0	95.0	806	98936
a	95.0	99.0	806	98936
tweet	99.0	104.0	806	98936
about	104.0	110.0	806	98936
hello	0.0	3.0	807	99047
please	3.0	10.0	807	99047
come	10.0	18.0	807	99047
quick	18.0	24.0	807	99047
somebody	24.0	31.0	807	99047
stole	31.0	36.0	807	99047
all	36.0	37.0	807	99047
the	37.0	42.0	807	99047
work	42.0	45.0	807	99047
out	45.0	48.0	807	99047
my	48.0	49.0	807	99047
desk	49.0	82.0	807	99047
you	82.0	88.0	807	99047
know	88.0	91.0	807	99047
you	91.0	93.0	807	99047
don't	93.0	94.0	807	99047
really	94.0	96.0	807	99047
look	96.0	100.0	807	99047
like	100.0	102.0	807	99047
you're	102.0	105.0	807	99047
working	105.0	109.0	807	99047
when	109.0	114.0	807	99047
you're	114.0	115.0	807	99047
staring	115.0	118.0	807	99047
directly	118.0	124.0	807	99047
at	124.0	132.0	807	99047
the	132.0	132.0	807	99047
camera	132.0	138.0	807	99047
you	138.0	156.0	807	99047
look	156.0	159.0	807	99047
like	159.0	162.0	807	99047
you	162.0	163.0	807	99047
just	163.0	165.0	807	99047
got	165.0	169.0	807	99047
busted	169.0	175.0	807	99047
having	175.0	180.0	807	99047
phone	180.0	186.0	807	99047
sex	186.0	187.0	807	99047
I've	187.0	217.0	807	99047
got	217.0	225.0	807	99047
to	225.0	226.0	807	99047
call	226.0	244.0	807	99047
you	244.0	250.0	807	99047
back	250.0	306.0	807	99047
husky	306.0	315.0	807	99047
price	315.0	358.0	807	99047
the	358.0	364.0	807	99047
main	364.0	370.0	807	99047
reason	370.0	379.0	807	99047
the	379.0	384.0	807	99047
government	384.0	390.0	807	99047
was	390.0	394.0	807	99047
in	394.0	396.0	807	99047
this	396.0	399.0	807	99047
mess	399.0	403.0	807	99047
in	403.0	405.0	807	99047
the	405.0	406.0	807	99047
first	406.0	406.0	807	99047
place	406.0	414.0	807	99047
is	414.0	417.0	807	99047
the	417.0	418.0	807	99047
Trump	418.0	424.0	807	99047
doesn't	424.0	429.0	807	99047
know	429.0	430.0	807	99047
what	430.0	435.0	807	99047
he	435.0	436.0	807	99047
believes	436.0	445.0	807	99047
other	445.0	450.0	807	99047
than	450.0	453.0	807	99047
the	453.0	454.0	807	99047
fact	454.0	457.0	807	99047
that	457.0	460.0	807	99047
he	460.0	462.0	807	99047
spent	462.0	468.0	807	99047
the	468.0	468.0	807	99047
entire	468.0	474.0	807	99047
campaign	474.0	480.0	807	99047
promise	480.0	486.0	807	99047
me	486.0	487.0	807	99047
to	487.0	489.0	807	99047
build	489.0	492.0	807	99047
a	492.0	493.0	807	99047
wall	493.0	498.0	807	99047
and	498.0	504.0	807	99047
now	504.0	505.0	807	99047
his	505.0	508.0	807	99047
party	508.0	513.0	807	99047
is	513.0	514.0	807	99047
scrambling	514.0	520.0	807	99047
to	520.0	523.0	807	99047
find	523.0	525.0	807	99047
a	525.0	528.0	807	99047
way	528.0	529.0	807	99047
to	529.0	531.0	807	99047
follow	531.0	534.0	807	99047
through	534.0	540.0	807	99047
on	540.0	541.0	807	99047
that	541.0	543.0	807	99047
promise	543.0	546.0	807	99047
even	546.0	553.0	807	99047
though	553.0	556.0	807	99047
they	556.0	558.0	807	99047
know	558.0	559.0	807	99047
it's	559.0	562.0	807	99047
absurd	562.0	564.0	807	99047
even	564.0	579.0	807	99047
Trump's	579.0	583.0	807	99047
Chief	583.0	588.0	807	99047
of	588.0	588.0	807	99047
Staff	588.0	589.0	807	99047
John	589.0	598.0	807	99047
Kelly	598.0	607.0	807	99047
they're	0.0	7.0	812	97637
comparing	7.0	14.0	812	97637
the	14.0	16.0	812	97637
selection	16.0	25.0	812	97637
the	25.0	26.0	812	97637
movie	26.0	28.0	812	97637
Dave	28.0	37.0	812	97637
which	37.0	40.0	812	97637
is	40.0	41.0	812	97637
ridiculous	41.0	53.0	812	97637
even	53.0	137.0	812	97637
though	137.0	142.0	812	97637
he's	142.0	143.0	812	97637
completely	143.0	151.0	812	97637
unprepared	151.0	155.0	812	97637
okay	155.0	167.0	812	97637
maybe	167.0	170.0	812	97637
there	170.0	173.0	812	97637
are	173.0	173.0	812	97637
more	173.0	176.0	812	97637
similarities	176.0	182.0	812	97637
than	182.0	185.0	812	97637
I	185.0	187.0	812	97637
thought	187.0	223.0	812	97637
torso	223.0	287.0	812	97637
future	287.0	298.0	812	97637
reference	298.0	310.0	812	97637
you	310.0	314.0	812	97637
can	314.0	320.0	812	97637
immediately	320.0	325.0	812	97637
dismiss	325.0	338.0	812	97637
something	338.0	347.0	812	97637
if	347.0	350.0	812	97637
it	350.0	352.0	812	97637
is	352.0	355.0	812	97637
Cat	355.0	362.0	812	97637
video	362.0	367.0	812	97637
chases	367.0	406.0	812	97637
they're	406.0	412.0	812	97637
on	412.0	415.0	812	97637
top	415.0	418.0	812	97637
of	418.0	421.0	812	97637
the	421.0	422.0	812	97637
house	422.0	427.0	812	97637
debate	427.0	430.0	812	97637
is	430.0	436.0	812	97637
the	436.0	437.0	812	97637
Uproar	437.0	445.0	812	97637
over,	445.0	455.0	812	97637
TaylorMade	455.0	461.0	812	97637
on	461.0	466.0	812	97637
Friday	466.0	472.0	812	97637
claiming	472.0	479.0	812	97637
that	479.0	479.0	812	97637
as	479.0	482.0	812	97637
many	482.0	485.0	812	97637
as	485.0	487.0	812	97637
half	487.0	493.0	812	97637
of	493.0	494.0	812	97637
trump	494.0	499.0	812	97637
supporters	499.0	506.0	812	97637
are	506.0	512.0	812	97637
a	512.0	515.0	812	97637
basket	515.0	524.0	812	97637
of	524.0	527.0	812	97637
deplorables	527.0	538.0	812	97637
Hillary	538.0	548.0	812	97637
later	548.0	553.0	812	97637
apologized	553.0	563.0	812	97637
not	563.0	566.0	812	97637
for	566.0	569.0	812	97637
using	569.0	574.0	812	97637
the	574.0	575.0	812	97637
term	575.0	578.0	812	97637
deplorable	578.0	589.0	812	97637
but	589.0	596.0	812	97637
only	596.0	599.0	812	97637
for	599.0	602.0	812	97637
saying	602.0	610.0	812	97637
they	610.0	616.0	812	97637
make	616.0	620.0	812	97637
up	620.0	623.0	812	97637
half	623.0	631.0	812	97637
of	631.0	635.0	812	97637
oh	0.0	11.0	813	6600
wow	11.0	59.0	813	6600
well	59.0	67.0	813	6600
chop	67.0	71.0	813	6600
with	71.0	74.0	813	6600
assessing	74.0	85.0	813	6600
over	85.0	89.0	813	6600
Hillary	89.0	97.0	813	6600
or	97.0	98.0	813	6600
his	98.0	100.0	813	6600
popularity	100.0	107.0	813	6600
also	107.0	118.0	813	6600
seems	118.0	122.0	813	6600
to	122.0	124.0	813	6600
have	124.0	125.0	813	6600
found	125.0	127.0	813	6600
a	127.0	131.0	813	6600
new	131.0	134.0	813	6600
hobby	134.0	139.0	813	6600
horse	139.0	146.0	813	6600
how	146.0	155.0	813	6600
much	155.0	158.0	813	6600
there	158.0	167.0	813	6600
with	167.0	170.0	813	6600
me	170.0	172.0	813	6600
hear	172.0	175.0	813	6600
how	175.0	182.0	813	6600
much	182.0	185.0	813	6600
Rich	185.0	193.0	813	6600
guys	193.0	200.0	813	6600
love	200.0	211.0	813	6600
Rockets	211.0	224.0	813	6600
he's	224.0	238.0	813	6600
mentioned	238.0	242.0	813	6600
it	242.0	245.0	813	6600
multiple	245.0	247.0	813	6600
times	247.0	257.0	813	6600
just	257.0	266.0	813	6600
in	266.0	271.0	813	6600
the	271.0	272.0	813	6600
last	272.0	275.0	813	6600
week	275.0	281.0	813	6600
while	281.0	284.0	813	6600
discussing	284.0	290.0	813	6600
his	290.0	293.0	813	6600
plans	293.0	298.0	813	6600
for	298.0	299.0	813	6600
NASA	299.0	305.0	813	6600
including	305.0	320.0	813	6600
twice	320.0	332.0	813	6600
prescribe	0.0	1.0	814	5876
a	1.0	5.0	814	5876
solution	5.0	16.0	814	5876
to	16.0	17.0	814	5876
a	17.0	19.0	814	5876
problem	19.0	22.0	814	5876
you're	22.0	29.0	814	5876
not	29.0	31.0	814	5876
sure	31.0	37.0	814	5876
exists	37.0	49.0	814	5876
that's	49.0	59.0	814	5876
like	59.0	62.0	814	5876
saying	62.0	70.0	814	5876
we're	70.0	74.0	814	5876
not	74.0	76.0	814	5876
sure	76.0	80.0	814	5876
you're	80.0	85.0	814	5876
going	85.0	85.0	814	5876
to	85.0	86.0	814	5876
be	86.0	88.0	814	5876
on	88.0	89.0	814	5876
The	89.0	91.0	814	5876
Bachelor	91.0	151.0	814	5876
or	151.0	158.0	814	5876
shaving	158.0	167.0	814	5876
your	167.0	169.0	814	5876
cat	169.0	175.0	814	5876
just	175.0	176.0	814	5876
in	176.0	181.0	814	5876
case	181.0	187.0	814	5876
it	187.0	190.0	814	5876
has	190.0	190.0	814	5876
fleas	190.0	223.0	814	5876
in	223.0	229.0	814	5876
fact	229.0	235.0	814	5876
a	235.0	236.0	814	5876
2014	236.0	251.0	814	5876
study	251.0	256.0	814	5876
found	256.0	259.0	814	5876
it	259.0	263.0	814	5876
such	263.0	266.0	814	5876
products	266.0	274.0	814	5876
so	274.0	275.0	814	5876
rare	275.0	280.0	814	5876
they're	280.0	289.0	814	5876
money	0.0	36.0	815	98431
through	36.0	40.0	815	98431
his	40.0	43.0	815	98431
judomaster	43.0	51.0	815	98431
which	51.0	61.0	815	98431
makes	61.0	67.0	815	98431
sense	67.0	70.0	815	98431
because	70.0	72.0	815	98431
in	72.0	111.0	815	98431
fact	111.0	112.0	815	98431
on	112.0	117.0	815	98431
multiple	117.0	123.0	815	98431
occasions	123.0	126.0	815	98431
he's	126.0	133.0	815	98431
granted	133.0	138.0	815	98431
media	138.0	144.0	815	98431
access	144.0	148.0	815	98431
to	148.0	151.0	815	98431
his	151.0	154.0	815	98431
Judo	154.0	159.0	815	98431
session	159.0	166.0	815	98431
and	166.0	171.0	815	98431
as	171.0	174.0	815	98431
you	174.0	175.0	815	98431
expect	175.0	183.0	815	98431
they're	183.0	188.0	815	98431
imagine	0.0	2.0	817	7146
how	2.0	11.0	817	7146
Donald	11.0	17.0	817	7146
Trump	17.0	19.0	817	7146
could	19.0	23.0	817	7146
be	23.0	25.0	817	7146
in	25.0	28.0	817	7146
more	28.0	29.0	817	7146
legal	29.0	37.0	817	7146
Jeopardy	37.0	40.0	817	7146
than	40.0	44.0	817	7146
he	44.0	46.0	817	7146
is	46.0	49.0	817	7146
right	49.0	53.0	817	7146
now	53.0	53.0	817	7146
basically	53.0	62.0	817	7146
Trump	62.0	74.0	817	7146
has	74.0	79.0	817	7146
more	79.0	80.0	817	7146
legal	80.0	86.0	817	7146
problems	86.0	88.0	817	7146
than	88.0	97.0	817	7146
Conor	97.0	101.0	817	7146
McGregor	101.0	109.0	817	7146
and	109.0	113.0	817	7146
just	113.0	119.0	817	7146
as	119.0	122.0	817	7146
many	122.0	125.0	817	7146
concussions	125.0	160.0	817	7146
and	160.0	166.0	817	7146
that	166.0	167.0	817	7146
somehow	167.0	173.0	817	7146
things	173.0	175.0	817	7146
got	175.0	181.0	817	7146
much	181.0	191.0	817	7146
President	0.0	2.0	819	6424
Trump	2.0	7.0	819	6424
violated	7.0	14.0	819	6424
the	14.0	16.0	819	6424
randyland	16.0	25.0	819	6424
is	25.0	28.0	819	6424
Cia	28.0	32.0	819	6424
director	32.0	37.0	819	6424
was	37.0	40.0	819	6424
grilled	40.0	46.0	819	6424
underpass	46.0	53.0	819	6424
involved	53.0	59.0	819	6424
in	59.0	61.0	819	6424
torture	61.0	65.0	819	6424
Trump	65.0	83.0	819	6424
supporters	83.0	91.0	819	6424
were	91.0	92.0	819	6424
calling	92.0	98.0	819	6424
for	98.0	100.0	819	6424
him	100.0	103.0	819	6424
to	103.0	104.0	819	6424
win	104.0	106.0	819	6424
the	106.0	107.0	819	6424
Nobel	107.0	113.0	819	6424
Peace	113.0	116.0	819	6424
Prize	116.0	119.0	819	6424
for	119.0	124.0	819	6424
more	124.0	144.0	819	6424
rocks	0.0	2.0	826	100707
by	2.0	5.0	826	100707
its	5.0	8.0	826	100707
own	8.0	11.0	826	100707
sexual	11.0	17.0	826	100707
misconduct	17.0	26.0	826	100707
allegations	26.0	28.0	826	100707
this	28.0	40.0	826	100707
week	40.0	44.0	826	100707
was	44.0	47.0	826	100707
Senator	47.0	52.0	826	100707
Al	52.0	58.0	826	100707
there's	0.0	24.0	827	96736
a	24.0	24.0	827	96736
report	24.0	29.0	827	96736
that	29.0	32.0	827	96736
President	32.0	36.0	827	96736
Trump	36.0	41.0	827	96736
was	41.0	44.0	827	96736
spotted	44.0	50.0	827	96736
with	50.0	51.0	827	96736
Specks	51.0	57.0	827	96736
of	57.0	57.0	827	96736
saliva	57.0	65.0	827	96736
all	65.0	71.0	827	96736
over	71.0	72.0	827	96736
his	72.0	75.0	827	96736
face	75.0	79.0	827	96736
when	0.0	19.0	833	7147
you	19.0	22.0	833	7147
lost	22.0	28.0	833	7147
Brian	28.0	32.0	833	7147
Kilmeade	32.0	44.0	833	7147
do	44.0	44.0	833	7147
you	44.0	46.0	833	7147
know	46.0	49.0	833	7147
you've	49.0	53.0	833	7147
gone	53.0	56.0	833	7147
off	56.0	59.0	833	7147
the	59.0	61.0	833	7147
deep	61.0	62.0	833	7147
end	62.0	67.0	833	7147
that's	67.0	83.0	833	7147
like	83.0	86.0	833	7147
fell	86.0	92.0	833	7147
Mattel	92.0	97.0	833	7147
and	97.0	100.0	833	7147
Louise	100.0	106.0	833	7147
she's	106.0	110.0	833	7147
just	110.0	113.0	833	7147
going	113.0	115.0	833	7147
to	115.0	115.0	833	7147
catch	115.0	119.0	833	7147
an	119.0	121.0	833	7147
Uber	121.0	149.0	833	7147
but	149.0	154.0	833	7147
while	154.0	157.0	833	7147
they	157.0	162.0	833	7147
using	0.0	1.0	836	97308
the	1.0	4.0	836	97308
term	4.0	5.0	836	97308
haters	5.0	31.0	836	97308
you're	31.0	37.0	836	97308
the	37.0	38.0	836	97308
president	38.0	46.0	836	97308
of	46.0	46.0	836	97308
the	46.0	47.0	836	97308
United	47.0	49.0	836	97308
States	49.0	58.0	836	97308
not	58.0	59.0	836	97308
a	59.0	62.0	836	97308
b-list	62.0	68.0	836	97308
rapper	68.0	77.0	836	97308
and	77.0	95.0	836	97308
the	95.0	97.0	836	97308
hitters	97.0	107.0	836	97308
after	0.0	76.0	839	5767
the	76.0	77.0	839	5767
election	77.0	80.0	839	5767
today	80.0	85.0	839	5767
is	85.0	88.0	839	5767
going	88.0	89.0	839	5767
to	89.0	91.0	839	5767
be	91.0	92.0	839	5767
huge	92.0	94.0	839	5767
know	94.0	100.0	839	5767
he's	100.0	101.0	839	5767
going	101.0	101.0	839	5767
to	101.0	103.0	839	5767
want	103.0	104.0	839	5767
to	104.0	106.0	839	5767
go	106.0	107.0	839	5767
to	107.0	109.0	839	5767
Washington	109.0	137.0	839	5767
so	137.0	142.0	839	5767
after	142.0	146.0	839	5767
a	146.0	149.0	839	5767
half	149.0	155.0	839	5767
an	155.0	157.0	839	5767
hour	157.0	161.0	839	5767
of	161.0	163.0	839	5767
free	163.0	166.0	839	5767
advertising	166.0	169.0	839	5767
Trump	169.0	181.0	839	5767
finally	181.0	185.0	839	5767
tossed	185.0	191.0	839	5767
the	191.0	194.0	839	5767
media	194.0	199.0	839	5767
the	199.0	200.0	839	5767
bone	200.0	203.0	839	5767
David	203.0	209.0	839	5767
waiting	209.0	212.0	839	5767
for	212.0	217.0	839	5767
a	217.0	223.0	839	5767
30-second	223.0	239.0	839	5767
statement	239.0	247.0	839	5767
with	247.0	248.0	839	5767
no	248.0	251.0	839	5767
apology	251.0	263.0	839	5767
that	263.0	265.0	839	5767
falsely	265.0	272.0	839	5767
claimed	272.0	278.0	839	5767
it	278.0	281.0	839	5767
was	281.0	283.0	839	5767
Hillary	283.0	289.0	839	5767
Clinton	289.0	295.0	839	5767
who	295.0	295.0	839	5767
started	295.0	301.0	839	5767
the	301.0	302.0	839	5767
birther	302.0	305.0	839	5767
movement	305.0	308.0	839	5767
in	308.0	314.0	839	5767
the	314.0	318.0	839	5767
play	0.0	0.0	841	4668
dumb	0.0	7.0	841	4668
he	7.0	13.0	841	4668
plays	13.0	18.0	841	4668
smart	18.0	27.0	841	4668
and	27.0	30.0	841	4668
then	30.0	33.0	841	4668
gets	33.0	39.0	841	4668
tired	39.0	46.0	841	4668
and	46.0	49.0	841	4668
it	49.0	51.0	841	4668
slides	51.0	61.0	841	4668
into	61.0	66.0	841	4668
dumb	66.0	85.0	841	4668
it's	85.0	91.0	841	4668
a	91.0	93.0	841	4668
very	93.0	94.0	841	4668
serious	94.0	102.0	841	4668
talk	102.0	108.0	841	4668
like	108.0	114.0	841	4668
that	114.0	115.0	841	4668
should	115.0	118.0	841	4668
be	118.0	118.0	841	4668
disclosed	118.0	144.0	841	4668
do	144.0	150.0	841	4668
you	150.0	150.0	841	4668
want	150.0	153.0	841	4668
to	153.0	154.0	841	4668
tell	154.0	163.0	841	4668
us	163.0	163.0	841	4668
what	163.0	166.0	841	4668
the	166.0	168.0	841	4668
conflict	168.0	175.0	841	4668
2	175.0	294.0	841	4668
no	294.0	300.0	841	4668
we	300.0	301.0	841	4668
don't	301.0	303.0	841	4668
know	303.0	307.0	841	4668
exactly	307.0	309.0	841	4668
what	309.0	318.0	841	4668
Trump	318.0	321.0	841	4668
is	321.0	322.0	841	4668
referring	322.0	328.0	841	4668
to	328.0	330.0	841	4668
but	330.0	333.0	841	4668
we	333.0	334.0	841	4668
do	334.0	337.0	841	4668
have	337.0	339.0	841	4668
a	339.0	340.0	841	4668
pretty	340.0	343.0	841	4668
good	343.0	345.0	841	4668
idea	345.0	348.0	841	4668
what	348.0	352.0	841	4668
it	352.0	354.0	841	4668
might	354.0	355.0	841	4668
be	355.0	358.0	841	4668
because	358.0	367.0	841	4668
go	0.0	0.0	847	97950
to	0.0	3.0	847	97950
the	3.0	4.0	847	97950
caucus	4.0	12.0	847	97950
you'll	12.0	16.0	847	97950
come	16.0	18.0	847	97950
home	18.0	21.0	847	97950
to	21.0	24.0	847	97950
find	24.0	25.0	847	97950
your	25.0	28.0	847	97950
husband	28.0	33.0	847	97950
cheating	33.0	37.0	847	97950
on	37.0	39.0	847	97950
you	39.0	83.0	847	97950
you	0.0	51.0	849	100426
just	51.0	57.0	849	100426
made	57.0	61.0	849	100426
the	61.0	63.0	849	100426
prosecutor's	63.0	75.0	849	100426
case	75.0	78.0	849	100426
for	78.0	82.0	849	100426
them	82.0	85.0	849	100426
the	85.0	91.0	849	100426
feds	91.0	96.0	849	100426
were	96.0	97.0	849	100426
probably	97.0	102.0	849	100426
watching	102.0	106.0	849	100426
that	106.0	112.0	849	100426
interview	112.0	116.0	849	100426
organizations	0.0	12.0	852	98525
to	12.0	14.0	852	98525
try	14.0	17.0	852	98525
to	17.0	18.0	852	98525
do	18.0	20.0	852	98525
that	20.0	23.0	852	98525
like	23.0	27.0	852	98525
NATO	27.0	33.0	852	98525
or	33.0	39.0	852	98525
the	39.0	41.0	852	98525
beginnings	41.0	47.0	852	98525
of	47.0	47.0	852	98525
